review_body,is_positive_sentiment
"My husband, sons and I absolutely love this series on innovative science projects that solve societal/technological problems!  These 3-5 minute films give just enough information to introduce the viewer to the problem & solution, and they leave the viewer wanting to learn more about science.  Our favorite film is titled &#34;Meet Mr. Toilet.&#34;  Mr. Jack Sims presents the serious problem, lack of access to toilets, in such a humorous but informative manner.  Another great film is &#34;The Secret of Trees.&#34;  We are amazed how a 13-year old invented a way to harness solar energy by aligning solar panels in the same pattern as leaves on trees.  The leaves follow the  Fibonacci Sequence, a recurring mathematical formula in nature.  Yet another is &#34;You don't know Jack.&#34;  This film showcases the research by another teenager who is fervently working on developing a cure for pancreatic cancer.  We need more programming like this to inspire youth to pursue creativity in science.  We can't wait to watch Season 2!",1
couldn't watch but a few minutes,0
Fine review of life of St Augustine.  Would have liked more examples of his writings and why they were important throughout church history. Anything with Mike Aquilina is solid.,1
"There isn't a lot of programs which can be funny without referring to jokes about sex, drugs and whatever.  This is one of those series/shows.<br /><br />IF you truely care about what you and your family watch, you should watch this.<br /><br />In fact  it is so wholesome, I am shocked that it is not on the BYU channel.",1
Not worth rent price,0
Very entertaining.,1
"I like this show very, very much. I especially like the way the plot builds tension from episode to episode. It keeps you coming back to catch the next one. Both the story line and the characters get more complex with each one.",1
Very average,0
We shut it off after the first half hour or so.,0
Exceptional acting from Jane Fonda as she portrays a call girl with a difficult past trying to be an actress. The movie centers around her psychological development and redemption from a romance with a detective searching for a psychopath preying on call girls. Donald Sutherland portrays the detective who is a catalyst for her psychological transformation.,1
Fantastic,1
I saw this years ago and remember it having a large impact on me.  Not so much this time.  First time I saw this as a very sad movie.  This time I saw it as an uplifting movie.  There is help.  Nobody needs to have alcohol control them and their lives.,0
My toddler loves dinosaurs and this is a safe way for him to enjoy them without getting scared.,1
Awesome!  Where is the rest of the episodes?  Loved it!,1
"Cute movie.  Attractive actors.  Interesting plot and very good acting.  Overall, I enjoyed watching it and could watch it again.",1
Great Series!,1
I thought it was a good wholesome movie,1
"Good movie, unexpected ending, which is always a good thing! Charlize is great in it of course!",1
"In a time where Vampires, werewolves, and even zombies are being put through the &#34;Twilight&#34; treatment, stripping them of all their terror and replacing it with lukewarm sex appeal, What We Do In The Shadows takes the desiccated husk of all these poor horror icons and injects them with some humorous new life. Instead of making the monsters terrifying or sexy to braindead underage girls, they give them a sense of humanity and a desire to simply live life like us normal, pre-dead average joes.<br /><br />With talents like Jemaine Clement of Flight of The Conchords in the lead roles, this film is filled with hilarious scenes of blood-sucking, shapeshifting, and in some cases monstrous vampires dealing the the troubles of modern day life. Ever wonder if vampires hate getting blood on the carpet during every meal? Well it's addressed here in hilarious fashion. How does someone who has recently been turned into a vampire essentially &#34;come out&#34; to his best friend while addressing the elephant in the room, that many of his new friends want to eat said best friend? You have the best friend introduce the new vampire friends to the wonders of modern technology! Ever wonder what happens when two vampires have an argument? They turn into bats and fight one another.<br /><br />Simply said, What We Do In The Shadows is a hilarious film brimming with tons of dark humor lightened by the fact that these creatures of the night just want to have a good time and get the rent paid on time.",1
